종목,날짜,시가,고가,저가,종가,수익률,변동성,거래량,매수량,매도량,외국인순거래량,기관순거래량,개인순거래량
SK하이닉스,2015-10-29,31700,32150,31300,31450,0.00000,0.00000,4273016,1728342,2544673,-930167,114260,807935
SK하이닉스,2015-10-30,31150,31200,30450,30700,-0.02414,0.00058,4640184,1756290,2883893,-1405230,-151793,1470458
SK하이닉스,2015-11-02,30700,32250,30400,32150,0.04615,0.00213,4493014,2711838,1781175,616795,-122410,-553959
SK하이닉스,2015-11-03,32500,33000,31550,31900,-0.00781,0.00006,4453120,2379490,2073629,-565206,72966,320702
SK하이닉스,2015-11-04,32500,32700,32100,32600,0.02171,0.00047,3276995,1857890,1419104,834051,-236286,-595574
SK하이닉스,2015-11-05,32350,32700,32200,32650,0.00153,0.00000,1928001,1079633,848367,229039,61996,-323566
SK하이닉스,2015-11-06,32350,32400,31050,31200,-0.04543,0.00206,5219855,1785739,3434115,-930888,-1073982,1914820
SK하이닉스,2015-11-09,30900,31300,30400,31250,0.00160,0.00000,3563095,1586123,1976971,-503933,341271,119693
SK하이닉스,2015-11-10,30850,31350,30600,31150,-0.00321,0.00001,2724051,1294553,1429497,-214251,263346,59015
SK하이닉스,2015-11-11,30700,31200,30550,31000,-0.00483,0.00002,2898877,1492474,1406402,-177640,-26058,201941
SK하이닉스,2015-11-12,30950,31000,30700,30700,-0.00972,0.00009,1537585,468704,1068880,-237578,-99750,351283
SK하이닉스,2015-11-13,30500,31600,30500,31150,0.01455,0.00021,1962129,1139984,822144,-15458,206122,-195038
SK하이닉스,2015-11-16,30600,30950,30500,30500,-0.02109,0.00044,2351453,940947,1410505,-416815,238871,171537
SK하이닉스,2015-11-17,31050,31150,30600,30600,0.00327,0.00001,1935683,853933,1081749,-368867,20147,351695
SK하이닉스,2015-11-18,30600,30800,30050,30550,-0.00164,0.00000,3137103,1353746,1783356,251488,-294994,21762
SK하이닉스,2015-11-19,30800,31600,30700,31200,0.02105,0.00044,2525784,1196493,1329290,410049,-14677,-396158
SK하이닉스,2015-11-20,31500,31750,31000,31000,-0.00643,0.00004,2097039,956538,1140500,-91567,-112273,205221
SK하이닉스,2015-11-23,31150,31250,30600,30650,-0.01135,0.00013,2430154,868860,1561293,-302972,-204812,504452
SK하이닉스,2015-11-24,30600,30850,30100,30200,-0.01479,0.00022,3308696,1140054,2168641,-877738,-182964,1055343
SK하이닉스,2015-11-25,30400,32000,30400,31900,0.05476,0.00300,6941459,4155626,2785832,1383376,172127,-1484588
SK하이닉스,2015-11-26,32400,34150,32250,32750,0.02630,0.00069,13223992,8333281,4890710,770976,3168361,-3869921
SK하이닉스,2015-11-27,33200,33600,32000,32000,-0.02317,0.00054,3890920,1514640,2376279,-461577,71146,378046
SK하이닉스,2015-11-30,32050,32650,31600,31600,-0.01258,0.00016,3917877,996050,2921826,-739313,13167,709247
SK하이닉스,2015-12-01,31650,31650,30900,31350,-0.00794,0.00006,3752942,1627111,2125830,-952494,15390,961822
SK하이닉스,2015-12-02,31550,31900,31200,31200,-0.00480,0.00002,2731791,1125705,1606085,-622062,43846,564776
SK하이닉스,2015-12-03,31050,31350,30850,31150,-0.00160,0.00000,1730137,678318,1051818,-306691,-117995,417146
SK하이닉스,2015-12-04,30700,31450,30600,31200,0.00160,0.00000,2125421,1066944,1058476,94016,2855,-122676
SK하이닉스,2015-12-07,31450,31700,30700,30700,-0.01616,0.00026,2238378,717947,1520430,-244019,-200208,378870
SK하이닉스,2015-12-08,30500,30750,30050,30200,-0.01642,0.00027,2483443,757511,1725931,-538441,-185886,735066
SK하이닉스,2015-12-09,30100,30550,30100,30250,0.00165,0.00000,1524501,601958,922542,-116286,1874,119916
SK하이닉스,2015-12-10,30200,30550,30050,30300,0.00165,0.00000,3145787,1221522,1924264,-88322,-471914,494833
SK하이닉스,2015-12-11,30200,30550,29600,29850,-0.01496,0.00022,2725258,720802,2004455,-185223,-314446,491066
SK하이닉스,2015-12-14,29000,29350,28550,29000,-0.02889,0.00083,3669577,1503740,2165836,-99650,109283,55843
SK하이닉스,2015-12-15,29050,29600,28800,29400,0.01370,0.00019,2006190,1028466,977723,140902,182275,-323077
SK하이닉스,2015-12-16,30050,30500,29900,30400,0.03345,0.00112,2601080,1624001,977078,-219090,722310,-475016
SK하이닉스,2015-12-17,30250,30550,29800,30250,-0.00495,0.00002,2210682,1059225,1151456,-31874,-81135,109540
SK하이닉스,2015-12-18,29800,30700,29800,30600,0.01150,0.00013,2854920,1885276,969643,347546,5374,-354626
SK하이닉스,2015-12-21,30450,30800,30250,30500,-0.00327,0.00001,1576561,594402,982158,99532,-28999,-70003
SK하이닉스,2015-12-22,31000,32200,30800,32200,0.05424,0.00294,6861264,4174891,2686372,2985318,-133741,-2806613
SK하이닉스,2015-12-23,32100,33000,31900,32700,0.01541,0.00024,5331047,3085639,2245407,1496411,133553,-1593906
SK하이닉스,2015-12-24,32950,33150,31700,31700,-0.03106,0.00096,3624175,1330393,2293781,1225111,-612316,-646263
SK하이닉스,2015-12-28,31750,31850,30900,30900,-0.02556,0.00065,2535636,956882,1578753,197397,107226,-287366
SK하이닉스,2015-12-29,30900,31550,30800,31200,0.00966,0.00009,1965713,941370,1024342,192599,-353785,148024
SK하이닉스,2015-12-30,31100,31450,30550,30750,-0.01453,0.00021,1801261,663311,1137949,98165,-237925,134621
SK하이닉스,2016-01-04,30550,30750,30150,30150,-0.01971,0.00039,1878039,672390,1205648,173460,-417711,239170
SK하이닉스,2016-01-05,30500,31200,30350,30600,0.01482,0.00022,2482905,1187971,1294933,-111019,-22702,140889
SK하이닉스,2016-01-06,30600,30900,30300,30750,0.00489,0.00002,2461593,1114251,1347341,519595,-245914,-278962
SK하이닉스,2016-01-07,30400,30750,30200,30200,-0.01805,0.00033,2424880,804945,1619934,27248,-399286,361438
SK하이닉스,2016-01-08,29800,30100,29550,29700,-0.01669,0.00028,3967121,1629257,2337863,-658148,-131293,760890
SK하이닉스,2016-01-11,29400,29500,28600,28650,-0.03599,0.00130,5358223,1910203,3448019,-1413092,-902705,2307945
SK하이닉스,2016-01-12,28600,28900,27700,27800,-0.03012,0.00091,4418384,1370802,3047581,-652422,-498241,1107432
SK하이닉스,2016-01-13,28100,28450,28000,28100,0.01073,0.00012,3481523,1616054,1865468,-229002,151798,44071
SK하이닉스,2016-01-14,27300,27900,27200,27900,-0.00714,0.00005,3957935,1764322,2193612,21834,-279526,256315
SK하이닉스,2016-01-15,27950,28300,26800,26800,-0.04022,0.00162,5431851,1652909,3778941,-1121615,-739711,1826046
SK하이닉스,2016-01-18,25900,27000,25800,26700,-0.00374,0.00001,3658921,1849812,1809108,-151979,129930,36654
SK하이닉스,2016-01-19,26700,28300,26700,28300,0.05820,0.00339,4291742,2770818,1520923,600837,449184,-1033606
SK하이닉스,2016-01-20,28050,28100,26750,26800,-0.05446,0.00297,4186899,1648153,2538745,-811767,-292883,1082674
SK하이닉스,2016-01-21,26600,27250,26600,26600,-0.00749,0.00006,2840628,1495315,1345312,-190197,129337,68815
SK하이닉스,2016-01-22,27200,27600,27000,27150,0.02047,0.00042,2361216,1165663,1195552,110148,174368,-287288
SK하이닉스,2016-01-25,27550,28200,27300,28000,0.03083,0.00095,2977310,1844089,1133220,247170,492013,-747572
SK하이닉스,2016-01-26,28000,29100,27750,27850,-0.00537,0.00003,5351814,2520915,2830898,611994,-687625,74793
SK하이닉스,2016-01-27,28100,28350,27250,27650,-0.00721,0.00005,3205822,1288579,1917242,-313199,-7620,319040
SK하이닉스,2016-01-28,27450,27750,26850,27650,0.00000,0.00000,3035447,1381432,1654014,-58919,-262002,321431
SK하이닉스,2016-01-29,27250,27350,26950,27300,-0.01274,0.00016,2898720,1692377,1206342,-477649,-116814,593026
SK하이닉스,2016-02-01,28100,28650,27700,28400,0.03950,0.00156,4767927,2791338,1976588,361620,1092150,-1460484
SK하이닉스,2016-02-02,28450,28800,28150,28450,0.00176,0.00000,2865209,1653140,1212068,89718,128428,-218234
SK하이닉스,2016-02-03,27600,27850,27200,27450,-0.03578,0.00128,2705269,1089893,1615375,-686015,-378952,1061211
SK하이닉스,2016-02-04,27700,28150,27600,28100,0.02340,0.00055,2459305,1253053,1206251,164760,226302,-380177
SK하이닉스,2016-02-05,28100,28350,27900,28100,0.00000,0.00000,1484771,697094,787676,509724,-166184,-330856
SK하이닉스,2016-02-11,27000,27400,26950,27150,-0.03439,0.00118,2468082,1003344,1464737,-100188,-175870,285703
SK하이닉스,2016-02-12,26850,27750,26850,27350,0.00734,0.00005,2429857,1320839,1109017,277416,355586,-623698
SK하이닉스,2016-02-15,27750,28200,27500,27700,0.01272,0.00016,2162111,978430,1183680,11398,135631,-146407
SK하이닉스,2016-02-16,27850,29000,27800,28900,0.04241,0.00180,3851681,2541674,1310006,889314,932711,-1827687
SK하이닉스,2016-02-17,29250,30300,29150,30050,0.03902,0.00152,6106318,4319747,1786570,844291,2150825,-2956997
SK하이닉스,2016-02-18,30550,30850,29800,30200,0.00498,0.00002,2972873,1750474,1222398,251061,391439,-634541
SK하이닉스,2016-02-19,29950,30050,29250,29600,-0.02007,0.00040,2336536,975076,1361459,-223112,36383,173535
SK하이닉스,2016-02-22,29400,30000,29400,29900,0.01008,0.00010,1366180,770687,595492,58211,99863,-157641
SK하이닉스,2016-02-23,30100,30600,30000,30400,0.01658,0.00028,2123648,1336032,787615,174156,401094,-568085
SK하이닉스,2016-02-24,31050,31250,30600,30900,0.01631,0.00027,3480563,2254883,1225679,-89425,901720,-819589
SK하이닉스,2016-02-25,31400,31500,30650,30800,-0.00324,0.00001,2527297,1509866,1017430,99196,232080,-364032
SK하이닉스,2016-02-26,31000,31100,30450,30800,0.00000,0.00000,1282277,692398,589878,-56692,-10121,45406
SK하이닉스,2016-02-29,30800,30900,29600,30000,-0.02632,0.00069,2989861,1712852,1277008,-216093,-365082,575464
SK하이닉스,2016-03-02,31050,31300,30650,30950,0.03118,0.00097,3567312,2056699,1510612,875976,412961,-1273551
SK하이닉스,2016-03-03,31550,32000,31100,31950,0.03180,0.00101,3898363,2497988,1400374,989385,578721,-1554678
SK하이닉스,2016-03-04,31800,32100,31550,31900,-0.00157,0.00000,1913316,1026947,886368,317264,-58645,-247536
SK하이닉스,2016-03-07,32150,32250,31500,31900,0.00000,0.00000,3487206,1155562,2331643,1502632,-1396868,-103232
SK하이닉스,2016-03-08,31200,31500,30300,30500,-0.04488,0.00201,4616147,1460022,3156124,-273747,-1781297,2045263
SK하이닉스,2016-03-09,29900,30550,29650,30550,0.00164,0.00000,3503375,1468540,2034834,374959,-804959,433362
SK하이닉스,2016-03-10,30550,30650,30150,30300,-0.00822,0.00007,2734070,922107,1811962,186523,-726005,533825
SK하이닉스,2016-03-11,29900,30850,29900,30700,0.01311,0.00017,2117430,965901,1151528,783073,-430537,-341744
SK하이닉스,2016-03-14,31100,31100,30250,30350,-0.01147,0.00013,2062549,559781,1502767,452564,-840487,423586
SK하이닉스,2016-03-15,30350,30550,29750,29900,-0.01494,0.00022,2078857,783538,1295318,-22202,-758386,771767
SK하이닉스,2016-03-16,29900,29950,29050,29200,-0.02369,0.00056,2902896,818081,2084814,-443104,-555141,979782
SK하이닉스,2016-03-17,29350,29750,29100,29250,0.00171,0.00000,2768278,1378649,1389628,-142508,-593426,753324
SK하이닉스,2016-03-18,29500,29900,29250,29450,0.00681,0.00005,2864640,1110957,1753682,51046,-370441,322259
SK하이닉스,2016-03-21,29800,29850,29300,29550,0.00339,0.00001,1783055,967198,815856,127173,-139543,12082
SK하이닉스,2016-03-22,29700,30200,29550,30200,0.02176,0.00047,2546366,1607578,938787,-6860,517019,-497915
SK하이닉스,2016-03-23,30100,30450,29850,30250,0.00165,0.00000,1868041,859651,1008389,426758,-62946,-356113
SK하이닉스,2016-03-24,29850,29900,29350,29450,-0.02680,0.00072,3587082,1586143,2000938,-96662,-643294,735006
SK하이닉스,2016-03-25,29450,29500,28900,29150,-0.01024,0.00010,1978956,611045,1367910,78818,-472124,419679
SK하이닉스,2016-03-28,29000,29050,28150,28550,-0.02080,0.00043,2795412,961513,1833898,293593,-703312,398621
SK하이닉스,2016-03-29,28850,29150,28700,28900,0.01218,0.00015,2343876,1281712,1062163,602261,-465940,-124432
SK하이닉스,2016-03-30,29150,29500,28650,28650,-0.00869,0.00008,3512889,1403679,2109209,358912,-811077,445395
SK하이닉스,2016-03-31,28700,28850,28000,28150,-0.01761,0.00031,4336581,1634156,2702424,-451892,-513704,967533
SK하이닉스,2016-04-01,28450,28500,28050,28200,0.00177,0.00000,2991431,1170053,1821377,273563,-665787,372234
SK하이닉스,2016-04-04,28100,28150,27800,27900,-0.01070,0.00011,2823088,1318885,1504202,181714,-997568,812006
SK하이닉스,2016-04-05,27900,28100,27600,27850,-0.00179,0.00000,2032745,900548,1132196,364387,-502299,143414
SK하이닉스,2016-04-06,27550,27850,27450,27500,-0.01265,0.00016,2410844,836466,1574377,-250045,-400634,642682
SK하이닉스,2016-04-07,27450,27450,26750,26900,-0.02206,0.00049,4588396,1650506,2937889,320404,-2096333,1785107
SK하이닉스,2016-04-08,26950,27800,26900,27800,0.03291,0.00108,3718690,2187734,1530955,454783,-252060,-227410
SK하이닉스,2016-04-11,27600,27700,27150,27150,-0.02366,0.00056,2425426,1077967,1347458,-705202,-7898,709473
SK하이닉스,2016-04-12,27200,27550,27100,27150,0.00000,0.00000,1850577,786660,1063916,-343231,-162790,500795
SK하이닉스,2016-04-14,27600,27850,27250,27250,0.00368,0.00001,4761215,2021735,2739479,-392498,170586,214500
SK하이닉스,2016-04-15,27450,27800,27350,27650,0.01457,0.00021,2785108,1753242,1031865,-956431,415891,445429
SK하이닉스,2016-04-18,28000,28150,27200,27200,-0.01641,0.00027,3861103,1445044,2416058,-1321898,22491,1285158
SK하이닉스,2016-04-19,27500,27550,27350,27450,0.00915,0.00008,1843729,996777,846951,-247778,295949,-40584
SK하이닉스,2016-04-20,27500,28000,27500,27550,0.00364,0.00001,3231788,1798622,1433165,-416381,394185,12432
SK하이닉스,2016-04-21,27700,27950,27500,27550,0.00000,0.00000,2999400,1570910,1428489,-957496,369478,583536
SK하이닉스,2016-04-22,27450,27800,27350,27500,-0.00182,0.00000,1556764,593300,963463,-109781,11157,93440
SK하이닉스,2016-04-25,27650,27800,27350,27500,0.00000,0.00000,1506644,663766,842877,-103789,8637,83583
SK하이닉스,2016-04-26,27550,29200,27550,29150,0.05827,0.00340,7750203,5159634,2590568,1572274,1882432,-3421659
SK하이닉스,2016-04-27,29300,29750,29000,29150,0.00000,0.00000,6213757,3307008,2906748,1161714,-81570,-1042127
SK하이닉스,2016-04-28,29100,29150,27850,27900,-0.04383,0.00192,6766879,2859453,3907425,-529051,-504875,1054981
SK하이닉스,2016-04-29,27700,28250,27500,28150,0.00892,0.00008,2878692,1722219,1156472,239868,-235985,-13334
SK하이닉스,2016-05-02,27950,28300,27750,27850,-0.01071,0.00011,1306092,451599,854492,53435,-117931,57250
SK하이닉스,2016-05-03,27950,28100,27650,27650,-0.00721,0.00005,1373116,537175,835940,-406487,-38433,442589
SK하이닉스,2016-05-04,27450,27500,26500,26650,-0.03684,0.00136,4388484,1085892,3302591,-1046826,-988699,2006886
SK하이닉스,2016-05-09,26150,26550,25700,25750,-0.03435,0.00118,5291220,1643612,3647607,-811753,-1286851,2089380
SK하이닉스,2016-05-10,25750,26400,25750,26400,0.02493,0.00062,2564593,1406187,1158405,138633,-331574,199503
SK하이닉스,2016-05-11,26500,26550,26100,26200,-0.00760,0.00006,1735332,757845,977486,-26411,-229108,251568
SK하이닉스,2016-05-12,26050,26250,25850,26100,-0.00382,0.00001,1759282,523831,1235450,38418,-471846,428690
SK하이닉스,2016-05-13,26100,26250,25900,26100,0.00000,0.00000,1849910,882636,967273,-40519,-155798,190501
신한지주,2015-05-18,44600,44600,43700,43850,-0.01359,0.00018,484325,272977,211347,15682,-60708,40113
신한지주,2015-05-19,43550,43800,43000,43000,-0.01957,0.00038,824528,352478,472049,-104530,-104037,195496
신한지주,2015-05-20,43000,43700,42900,43650,0.01500,0.00023,571356,327040,244315,46398,-25690,-21590
신한지주,2015-05-21,43150,43500,42650,42750,-0.02083,0.00043,764211,333572,430638,-152103,-8673,154974
신한지주,2015-05-22,42550,43250,42500,42800,0.00117,0.00000,816879,407313,409565,-190718,101663,89653
신한지주,2015-05-26,42500,42600,41750,41800,-0.02364,0.00056,750926,319607,431318,-61834,-178855,239614
신한지주,2015-05-27,41200,41600,40100,40200,-0.03903,0.00152,2122921,915549,1207371,-592516,-437841,1041655
신한지주,2015-05-28,40500,41500,40000,40950,0.01848,0.00034,1684359,910545,773813,61612,2134,-65506
신한지주,2015-05-29,41000,41900,40500,41900,0.02293,0.00053,1575045,1231770,343274,-29035,142503,-113082
신한지주,2015-06-01,41800,41800,40600,40900,-0.02416,0.00058,783179,335673,447505,-132094,-124801,245790
신한지주,2015-06-02,41000,41250,40550,40550,-0.00859,0.00007,690166,258920,431245,-107582,45754,60471
신한지주,2015-06-03,40950,41450,40800,41150,0.01469,0.00022,716517,302847,413669,129034,-170565,-61688
신한지주,2015-06-04,40750,41150,40550,40600,-0.01346,0.00018,746786,276576,470209,12657,-137905,119801
신한지주,2015-06-05,40750,40750,40100,40100,-0.01239,0.00015,574923,186277,388645,-151108,-90649,224888
신한지주,2015-06-08,40000,41050,40000,40950,0.02098,0.00044,384223,217640,166582,49912,16357,-57155
신한지주,2015-06-09,40600,41100,40400,40800,-0.00367,0.00001,475487,216732,258754,-64919,6207,58572
신한지주,2015-06-10,41200,42200,40850,42100,0.03137,0.00098,1117594,727984,389609,135052,122458,-260742
신한지주,2015-06-11,42100,42750,41550,42200,0.00237,0.00001,1509236,1064401,444834,72804,66944,-137053
신한지주,2015-06-12,42200,42250,41050,41600,-0.01432,0.00021,736785,299575,437209,-110868,101087,11818
신한지주,2015-06-15,41550,41550,40750,40800,-0.01942,0.00038,447498,209315,238182,-52521,25235,26947
신한지주,2015-06-16,40500,40900,40150,40150,-0.01606,0.00026,901961,330412,571548,-133245,-90423,223684
신한지주,2015-06-17,40150,40750,40000,40450,0.00744,0.00006,900810,488407,412402,-7441,-19095,29307
신한지주,2015-06-18,40450,40850,40050,40150,-0.00744,0.00006,602465,272798,329666,-228348,78651,140184
신한지주,2015-06-19,40250,40400,40000,40000,-0.00374,0.00001,656860,218602,438257,-140201,-12473,151808
신한지주,2015-06-22,39900,40450,39900,40250,0.00623,0.00004,426894,215946,210947,-90465,84268,6200
신한지주,2015-06-23,40350,41800,40200,40800,0.01357,0.00018,895824,514589,381234,-231908,350420,-120248
신한지주,2015-06-24,41050,41550,40950,41450,0.01581,0.00025,710636,450824,259811,41805,39792,-81841
신한지주,2015-06-25,41450,41750,40500,40500,-0.02319,0.00054,893046,350655,542390,-199576,157333,43901
신한지주,2015-06-26,41100,42300,40600,41600,0.02680,0.00072,1106679,593043,513635,226227,-9998,-215017
신한지주,2015-06-29,40850,41750,40350,41750,0.00360,0.00001,1281512,731152,550359,251001,-61739,-175330
신한지주,2015-06-30,41550,41800,41150,41550,-0.00480,0.00002,847365,485984,361380,138554,-61928,-75005
신한지주,2015-07-01,41500,41850,41150,41200,-0.00846,0.00007,890300,339678,550621,-94055,5066,86073
신한지주,2015-07-02,40900,41000,40200,40250,-0.02333,0.00054,1501067,507837,993229,-558549,-80385,630993
신한지주,2015-07-03,40500,40600,40100,40200,-0.00124,0.00000,834087,250074,584012,-148982,30554,121303
신한지주,2015-07-06,39900,39900,39100,39200,-0.02519,0.00063,1053814,454953,598860,-452109,-29709,473324
신한지주,2015-07-07,39050,39950,39050,39950,0.01895,0.00036,999141,548631,450509,-183669,111846,73107
신한지주,2015-07-08,40100,40200,39200,39200,-0.01895,0.00036,687288,299602,387685,-81069,-45051,119766
신한지주,2015-07-09,38950,39350,38700,39350,0.00382,0.00001,782834,471840,310993,-384121,281982,108657
신한지주,2015-07-10,39400,39450,38900,39150,-0.00510,0.00003,605738,274896,330841,13897,-167220,170354
신한지주,2015-07-13,39600,40750,39350,40650,0.03760,0.00141,967376,628730,338645,342665,-108510,-249579
신한지주,2015-07-14,40300,41350,40300,40850,0.00491,0.00002,808611,488913,319697,114828,188132,-300307
신한지주,2015-07-15,41200,41300,39000,39300,-0.03868,0.00150,2124658,710199,1414458,-62255,-805623,864216
신한지주,2015-07-16,39500,40250,39350,40100,0.02015,0.00041,1300060,587932,712127,276752,-46481,-296982
신한지주,2015-07-17,40400,40450,39300,39400,-0.01761,0.00031,618652,210543,408108,-20950,-170640,172036
신한지주,2015-07-20,39100,39500,39000,39400,0.00000,0.00000,494845,213251,281593,-30440,-36447,73625
신한지주,2015-07-21,39450,40000,39450,39850,0.01136,0.00013,686199,260596,425602,32963,-29749,-5149
신한지주,2015-07-22,39600,39850,39200,39550,-0.00756,0.00006,706737,413046,293690,-241581,65404,176406
신한지주,2015-07-23,40850,40900,39800,40000,0.01131,0.00013,892164,373252,518911,49221,39206,-98343
신한지주,2015-07-24,39800,39950,38950,39350,-0.01638,0.00027,778611,303210,475400,-50784,-182189,227452
신한지주,2015-07-27,39000,40500,38750,40200,0.02137,0.00046,997280,552661,444618,282803,3168,-280912
신한지주,2015-07-28,40400,40850,40050,40450,0.00620,0.00004,864363,505199,359163,249890,60390,-307953
신한지주,2015-07-29,40050,40700,40050,40300,-0.00372,0.00001,606647,260387,346259,122204,-36656,-85353
신한지주,2015-07-30,40500,42400,40450,42150,0.04488,0.00201,1616190,1090668,525521,665714,338107,-979506
신한지주,2015-07-31,42600,42900,41800,42000,-0.00357,0.00001,1148015,682421,465593,294844,-42859,-250895
신한지주,2015-08-03,42150,42850,41700,41900,-0.00238,0.00001,542448,235390,307057,5555,90187,-88133
신한지주,2015-08-04,42700,43200,42100,42700,0.01891,0.00036,900196,527104,373091,162871,9019,-170654
신한지주,2015-08-05,42300,42650,41400,41500,-0.02851,0.00081,825731,316994,508736,-158249,15959,141929
신한지주,2015-08-06,41850,42150,41500,41500,0.00000,0.00000,669398,285128,384269,99314,-24452,-75132
신한지주,2015-08-07,42100,42400,41500,42350,0.02027,0.00041,817143,440405,376737,77469,59771,-143270
신한지주,2015-08-10,42300,42950,42100,42700,0.00823,0.00007,705810,440198,265611,-33458,181523,-152977
신한지주,2015-08-11,43200,43500,42850,43000,0.00700,0.00005,1300186,714279,585906,327710,101881,-315737
신한지주,2015-08-12,43000,43400,42100,42700,-0.00700,0.00005,876184,429242,446941,-53210,213232,-99924
신한지주,2015-08-13,42250,42600,41000,41000,-0.04063,0.00165,1574072,515943,1058128,-235150,-90190,322930
신한지주,2015-08-17,41000,41950,40800,41300,0.00729,0.00005,833840,494770,339069,52325,21108,-73376
신한지주,2015-08-18,41600,42900,41200,42650,0.03216,0.00103,1054372,682210,372161,216654,34934,-257166
신한지주,2015-08-19,42300,43200,42250,42450,-0.00470,0.00002,1008272,585108,423163,19908,160712,-185991
신한지주,2015-08-20,41850,42250,41400,41950,-0.01185,0.00014,790860,396002,394857,-120876,71777,10921
신한지주,2015-08-21,41900,42350,41100,42000,0.00119,0.00000,1715765,1033498,682266,-91055,244336,-151163
신한지주,2015-08-24,41450,41550,39500,40250,-0.04256,0.00181,2098355,951336,1147018,-559013,177065,376142
신한지주,2015-08-25,40000,40900,38750,40200,-0.00124,0.00000,1833270,959743,873526,-551480,402996,145254
신한지주,2015-08-26,39250,39850,38700,39650,-0.01378,0.00019,1478186,584212,893973,-560321,-45343,576524
신한지주,2015-08-27,39700,39850,39150,39600,-0.00126,0.00000,1731108,891579,839528,-391810,82846,309487
신한지주,2015-08-28,39800,40500,39700,40200,0.01504,0.00023,1475826,701032,774793,-15971,129187,-104624
신한지주,2015-08-31,39900,40150,39250,39550,-0.01630,0.00027,1368360,305638,1062721,-186963,-17273,205620
신한지주,2015-09-01,39350,39850,39350,39450,-0.00253,0.00001,678770,259698,419071,48052,-111755,63170
신한지주,2015-09-02,39000,39600,39000,39350,-0.00254,0.00001,723931,353159,370771,-120636,-26572,135204
신한지주,2015-09-03,39450,39600,39050,39250,-0.00254,0.00001,819953,331798,488154,52355,-285186,217768
신한지주,2015-09-04,39300,39350,38800,39000,-0.00639,0.00004,645157,213267,431889,-43460,-35350,132462
신한지주,2015-09-07,38750,39300,38750,39000,0.00000,0.00000,648734,348810,299923,-201075,220778,-18912
신한지주,2015-09-08,39150,39400,38900,39200,0.00512,0.00003,410753,240971,169781,-71041,118865,-43545
신한지주,2015-09-09,39400,40450,39300,40350,0.02891,0.00084,996809,647406,349402,-200672,519685,-318769
신한지주,2015-09-10,40000,41250,39950,41250,0.02206,0.00049,1236825,938744,298080,-161295,512172,-348040
신한지주,2015-09-11,40500,41150,40000,40800,-0.01097,0.00012,681615,292809,388805,95111,-50335,-40594
신한지주,2015-09-14,40800,41100,40250,40550,-0.00615,0.00004,620984,240152,380831,75948,-45620,-27574
신한지주,2015-09-15,40800,40850,40250,40500,-0.00123,0.00000,754307,237197,517109,163177,-192993,32585
신한지주,2015-09-16,40850,41950,40650,41950,0.03518,0.00124,1275492,874330,401161,393597,92577,-479979
신한지주,2015-09-17,41950,42700,41450,42650,0.01655,0.00027,1676518,978869,697648,178090,258699,-266704
신한지주,2015-09-18,41500,41550,40500,40950,-0.04068,0.00165,1310254,434532,875721,-170160,-80087,250206
신한지주,2015-09-21,40600,41100,40400,41000,0.00122,0.00000,539452,268710,270741,126137,-146460,22298
신한지주,2015-09-22,41000,41250,40750,41050,0.00122,0.00000,729056,379019,350036,127834,-188097,60705
신한지주,2015-09-23,40450,41350,40300,40400,-0.01596,0.00025,1361007,558999,802007,-156122,106497,55116
신한지주,2015-09-24,40200,40600,40200,40500,0.00247,0.00001,542706,303649,239056,-89326,20779,68547
신한지주,2015-09-25,40850,40900,40300,40450,-0.00124,0.00000,613641,332412,281228,-140264,85258,54824
신한지주,2015-09-30,40350,41400,40000,41400,0.02321,0.00054,1604682,1013224,591457,188189,-104380,-84305
신한지주,2015-10-01,41700,41700,40500,41350,-0.00121,0.00000,949485,560670,388814,209619,-75087,-87006
신한지주,2015-10-02,41650,41700,40700,40800,-0.01339,0.00018,593466,222201,371264,7314,-56696,44287
신한지주,2015-10-05,40900,41200,40250,40300,-0.01233,0.00015,669181,227360,441820,-25297,-120791,144765
신한지주,2015-10-06,40550,41100,40550,41050,0.01844,0.00034,621483,413531,207951,88600,5623,-178346
신한지주,2015-10-07,40550,41000,40550,40550,-0.01226,0.00015,512254,180912,331341,-28696,-20697,49315
신한지주,2015-10-08,40750,41200,40400,41200,0.01590,0.00025,869633,568909,300723,-105253,177837,-72608
신한지주,2015-10-12,40900,42500,40700,42450,0.02989,0.00089,1634522,1144689,489832,-278555,792332,-531034
신한지주,2015-10-13,42150,42450,41650,42000,-0.01066,0.00011,781166,494730,286435,-131663,198859,-69143
신한지주,2015-10-14,42000,42350,41500,41800,-0.00477,0.00002,478471,224451,254019,-12597,66440,-56542
신한지주,2015-10-15,41450,42700,41450,42300,0.01189,0.00014,838229,392433,445795,33887,206871,-115488
신한지주,2015-10-16,42600,42650,42300,42650,0.00824,0.00007,634946,266284,368661,72662,115287,-104398
신한지주,2015-10-19,42850,43150,42350,43000,0.00817,0.00007,542198,319885,222312,153835,2633,-182209
신한지주,2015-10-20,43000,43500,42850,43200,0.00464,0.00002,791772,472984,318787,10984,198786,-204089
신한지주,2015-10-21,43250,43900,43200,43850,0.01493,0.00022,911776,497746,414029,111643,217088,-291313
신한지주,2015-10-22,44500,44600,43600,43850,0.00000,0.00000,947392,488428,458963,119740,81097,-196060
신한지주,2015-10-23,44300,44450,43650,44250,0.00908,0.00008,739049,405196,333852,49534,149463,-198630
신한지주,2015-10-26,44600,44750,43150,43200,-0.02401,0.00058,891059,351872,539186,78615,11201,-59748
